txn_id,error_code,recovery_class,amount,attempt,action,delay_h,reason,succeeded,_true_cause
4902,gateway_technical_error,SOFT_TRANSIENT,561.25,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,GATEWAY_ISSUE
4902,gateway_technical_error,SOFT_TRANSIENT,561.25,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,GATEWAY_ISSUE
4952,credit_failed,HARD_DECLINE,1516.27,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,AUTH_FAIL
4966,payment_collect_request_expired,ABANDONED,2706.47,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
4966,payment_collect_request_expired,ABANDONED,2706.47,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
4966,payment_collect_request_expired,ABANDONED,2706.47,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
4978,bank_technical_error,SOFT_TRANSIENT,967.7,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
4978,bank_technical_error,SOFT_TRANSIENT,967.7,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5027,insufficient_funds,FUNDS,790.85,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5098,gateway_technical_error,SOFT_TRANSIENT,14760.64,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,GATEWAY_ISSUE
5158,payment_declined,HARD_DECLINE,1990.34,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
5158,payment_declined,HARD_DECLINE,1990.34,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
5158,payment_declined,HARD_DECLINE,1990.34,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
5167,authentication_failed,AUTH_FAILED,3462.58,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
5167,authentication_failed,AUTH_FAILED,3462.58,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
5167,authentication_failed,AUTH_FAILED,3462.58,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
5201,insufficient_funds,FUNDS,2455.3,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5262,insufficient_funds,FUNDS,1708.52,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
5262,insufficient_funds,FUNDS,1708.52,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
5262,insufficient_funds,FUNDS,1708.52,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
5311,card_not_enrolled,METHOD_BROKEN,3939.84,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
5311,card_not_enrolled,METHOD_BROKEN,3939.84,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
5311,card_not_enrolled,METHOD_BROKEN,3939.84,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
5412,insufficient_funds,FUNDS,43.48,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5423,insufficient_funds,FUNDS,98.88,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5457,bank_technical_error,SOFT_TRANSIENT,65.65,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
5457,bank_technical_error,SOFT_TRANSIENT,65.65,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5474,payment_declined,HARD_DECLINE,2892.74,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
5474,payment_declined,HARD_DECLINE,2892.74,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,AUTH_FAIL
5474,payment_declined,HARD_DECLINE,2892.74,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,AUTH_FAIL
5479,insufficient_funds,FUNDS,1446.68,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
5479,insufficient_funds,FUNDS,1446.68,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,NO_FUNDS
5506,insufficient_funds,FUNDS,356.67,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5509,credit_failed,HARD_DECLINE,1907.62,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
5509,credit_failed,HARD_DECLINE,1907.62,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,AUTH_FAIL
5569,transaction_limit_exceeded,METHOD_BROKEN,579.01,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,LIMIT_EXCEEDED
5575,bank_technical_error,SOFT_TRANSIENT,643.59,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
5575,bank_technical_error,SOFT_TRANSIENT,643.59,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5621,customer_bank_account_mismatch,METHOD_BROKEN,548.45,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
5621,customer_bank_account_mismatch,METHOD_BROKEN,548.45,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
5621,customer_bank_account_mismatch,METHOD_BROKEN,548.45,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
5629,payment_declined,HARD_DECLINE,3734.24,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
5629,payment_declined,HARD_DECLINE,3734.24,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
5629,payment_declined,HARD_DECLINE,3734.24,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
5652,insufficient_funds,FUNDS,596.24,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5673,bank_technical_error,SOFT_TRANSIENT,586.96,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
5673,bank_technical_error,SOFT_TRANSIENT,586.96,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5681,payment_timed_out,SOFT_TRANSIENT,6667.24,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
5681,payment_timed_out,SOFT_TRANSIENT,6667.24,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
5681,payment_timed_out,SOFT_TRANSIENT,6667.24,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
5752,bank_technical_error,SOFT_TRANSIENT,4304.09,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
5752,bank_technical_error,SOFT_TRANSIENT,4304.09,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5787,payment_cancelled,ABANDONED,1653.31,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
5787,payment_cancelled,ABANDONED,1653.31,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
5787,payment_cancelled,ABANDONED,1653.31,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
5793,payment_declined,HARD_DECLINE,388.42,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,ISSUER_DOWN
5793,payment_declined,HARD_DECLINE,388.42,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,ISSUER_DOWN
5803,payment_declined,HARD_DECLINE,506.86,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,AUTH_FAIL
5803,payment_declined,HARD_DECLINE,506.86,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,AUTH_FAIL
5819,insufficient_funds,FUNDS,426.86,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,NO_FUNDS
5820,payment_timed_out,SOFT_TRANSIENT,4569.39,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
5820,payment_timed_out,SOFT_TRANSIENT,4569.39,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
5820,payment_timed_out,SOFT_TRANSIENT,4569.39,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
5847,insufficient_funds,FUNDS,4429.15,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
5847,insufficient_funds,FUNDS,4429.15,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,NO_FUNDS
5847,insufficient_funds,FUNDS,4429.15,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,NO_FUNDS
5876,bank_technical_error,SOFT_TRANSIENT,1342.3,1,RETRY,1.0,fixed schedule attempt 1 at +1h,True,ISSUER_DOWN
5877,payment_declined,HARD_DECLINE,4472.45,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
5877,payment_declined,HARD_DECLINE,4472.45,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,NO_FUNDS
5881,vpa_resolution_failed,METHOD_BROKEN,2239.71,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
5881,vpa_resolution_failed,METHOD_BROKEN,2239.71,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,INSTRUMENT_STATE
5881,vpa_resolution_failed,METHOD_BROKEN,2239.71,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,INSTRUMENT_STATE
5908,payment_cancelled,ABANDONED,398.09,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
5908,payment_cancelled,ABANDONED,398.09,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,CUSTOMER_ABANDON
5998,payment_cancelled,ABANDONED,2872.32,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
5998,payment_cancelled,ABANDONED,2872.32,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,CUSTOMER_ABANDON
6016,payment_collect_request_expired,ABANDONED,1950.93,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,CUSTOMER_ABANDON
6016,payment_collect_request_expired,ABANDONED,1950.93,2,RETRY,24.0,fixed schedule attempt 2 at +24h,False,CUSTOMER_ABANDON
6016,payment_collect_request_expired,ABANDONED,1950.93,3,RETRY,72.0,fixed schedule attempt 3 at +72h,False,CUSTOMER_ABANDON
6021,payment_failed,HARD_DECLINE,1818.12,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,NO_FUNDS
6021,payment_failed,HARD_DECLINE,1818.12,2,RETRY,24.0,fixed schedule attempt 2 at +24h,True,NO_FUNDS
6037,vpa_resolution_failed,METHOD_BROKEN,1557.36,1,RETRY,1.0,fixed schedule attempt 1 at +1h,False,INSTRUMENT_STATE
